UserId,verb_id,verb,response_raw
16adfec50ad-8c32-71a8-2899-a2df,7,klimmen,op de wand via de makkelijke route
16adfec50ad-8c32-71a8-2899-a2df,15,walsen,over het team via de flank
16adfec50ad-8c32-71a8-2899-a2df,1,afdalen,de trap af via de leuning
16adfec50ad-8c32-71a8-2899-a2df,8,kuieren,naar boven via het pad
16adfec50ad-8c32-71a8-2899-a2df,14,spoeden,naar het ongeluk via de korste route
16adfec50ad-8c32-71a8-2899-a2df,2,banjeren,een weg via de modder
16adfec50ad-8c32-71a8-2899-a2df,19,knippen,het haar via de achterkant
16adfec50ad-8c32-71a8-2899-a2df,13,sluipen,naar binnen via de uitgang
16adfec50ad-8c32-71a8-2899-a2df,3,dolen,x
16adfec50ad-8c32-71a8-2899-a2df,17,snijden,de weg af via achter
16adfec50ad-8c32-71a8-2899-a2df,4,glippen,weg via iemand anders hulp
16adfec50ad-8c32-71a8-2899-a2df,5,haasten,x
16adfec50ad-8c32-71a8-2899-a2df,20,kloppen,het team via directe winst
16adfec50ad-8c32-71a8-2899-a2df,18,hakken,hout via het slaan van de bijl
16adfec50ad-8c32-71a8-2899-a2df,16,wijken,uit naar rechts via de middenberm
16ae08bae7a-a39a-768f-b881-d380,7,klimmen,zij klimmen via de ladder omhoog
16ae08bae7a-a39a-768f-b881-d380,1,afdalen,zij dalen af via de glijbaan
16ae08bae7a-a39a-768f-b881-d380,2,banjeren,zij banjeren via het paadje naar huis
16ae08bae7a-a39a-768f-b881-d380,17,snijden,x
16ae08bae7a-a39a-768f-b881-d380,18,hakken,x
16ae08bae7a-a39a-768f-b881-d380,21,slaaten,x
16ae08bae7a-a39a-768f-b881-d380,5,haasten,zij haasten zich naar huis via de snelste route
16ae08bae7a-a39a-768f-b881-d380,19,knippen,x
16ae08bae7a-a39a-768f-b881-d380,12,slingeren,zij slingeren via de stad naar huis
16ae08bae7a-a39a-768f-b881-d380,8,kuieren,zij kuieren via het strand naar de zee
16ae08bae7a-a39a-768f-b881-d380,13,sluipen,zij sluipen via de nooduitgang naar buiten
16ae08bae7a-a39a-768f-b881-d380,10,marcheren,zij marcheren via de hoofdstraat naar de markt
16ae08bae7a-a39a-768f-b881-d380,4,glippen,zij glippen via de achterdeur het huis in
16ae08bae7a-a39a-768f-b881-d380,6,hardlopen,x
16ae08bae7a-a39a-768f-b881-d380,9,lopen,zij lopen via de bushalte naar het dorp
16ae08bae7a-a39a-768f-b881-d380,11,schuifelen,x
16ae08bae7a-a39a-768f-b881-d380,20,kloppen,x
16ae08bae7a-a39a-768f-b881-d380,15,walsen,x
16ae08bae7a-a39a-768f-b881-d380,3,dolen,zij dolen via de gangen door het doolhof
16ae08bae7a-a39a-768f-b881-d380,16,wijken,x
16ae08bae7a-a39a-768f-b881-d380,14,spoeden,zij spoeden via de snelste route richting het ongeval
16ae0eba081-1eaa-3b47-c334-7e9a,1,afdalen,zij dalen af via de muur
16ae0eba081-1eaa-3b47-c334-7e9a,19,knippen,zij knippen de haag via x
16ae0eba081-1eaa-3b47-c334-7e9a,5,haasten,zij haasten zich naar huis via een steeg
16ae0eba081-1eaa-3b47-c334-7e9a,21,slaaten,zij slaaten x
16ae0eba081-1eaa-3b47-c334-7e9a,18,hakken,zij hakken de boomstam via x
16ae0eba081-1eaa-3b47-c334-7e9a,16,wijken,zij wijken voor de mannen via een omweg
16ae0eba081-1eaa-3b47-c334-7e9a,9,lopen,zij lopen naar de boot via een bepaalde straat
16ae0eba081-1eaa-3b47-c334-7e9a,12,slingeren,zij slingeren naar een boom via een andere boom
16ae0eba081-1eaa-3b47-c334-7e9a,13,sluipen,zij sluipen het huis binnen via het raam
16ae0eba081-1eaa-3b47-c334-7e9a,3,dolen,zij dolen in het doolhof via x
16ae0eba081-1eaa-3b47-c334-7e9a,14,spoeden,zij spoeden x
16ae0eba081-1eaa-3b47-c334-7e9a,4,glippen,zij glippen x
16ae0eba081-1eaa-3b47-c334-7e9a,20,kloppen,zij kloppen op de deur via een klopper
16ae0eba081-1eaa-3b47-c334-7e9a,11,schuifelen,zij schuifelen naar binnen via de achterdeur
16ae0eba081-1eaa-3b47-c334-7e9a,8,kuieren,zij kuieren naar de winkel via een bakker
16ae0eba081-1eaa-3b47-c334-7e9a,2,banjeren,zij banjerenx
16ae0eba081-1eaa-3b47-c334-7e9a,10,marcheren,zij marcheren naar de auto via een standbeeld
16ae0eba081-1eaa-3b47-c334-7e9a,15,walsen,zij walsen het metaal via een machine
16ae0eba081-1eaa-3b47-c334-7e9a,7,klimmen,zij klimmen op de boom via een ladder
16ae0eba081-1eaa-3b47-c334-7e9a,6,hardlopen,zij lopen heel hard via die berg
16ae0eba081-1eaa-3b47-c334-7e9a,17,snijden,zij x
16aea1860a1-ad44-ff8c-e18a-f9eb,17,snijden,zij snijden naar de milt via de alvleesklier
16aea1860a1-ad44-ff8c-e18a-f9eb,2,banjeren,"zij banjeren van deze plas via die plas, naar die plas"
16aea1860a1-ad44-ff8c-e18a-f9eb,9,lopen,zij lopen naar het ziekenhuis via de sint-annastraat
16aea1860a1-ad44-ff8c-e18a-f9eb,19,knippen,zij knippen die plant via de stam
16aea1860a1-ad44-ff8c-e18a-f9eb,4,glippen,zij glippen de universiteit binnen via de achterdeur
16aea1860a1-ad44-ff8c-e18a-f9eb,5,haasten,zij haasten zich naar de spoedeisende hulp via de hoofdingang
16aea1860a1-ad44-ff8c-e18a-f9eb,8,kuieren,zij kuieren naar de markt via de lange straat
16aea1860a1-ad44-ff8c-e18a-f9eb,16,wijken,zij wijken uit naar de vluchtstrook via de andere rijstroken
16aea1860a1-ad44-ff8c-e18a-f9eb,20,kloppen,zij kloppen de slagroom via een garde
16aea1860a1-ad44-ff8c-e18a-f9eb,13,sluipen,zij sluipen via de achteringang naar binnen
16aea1860a1-ad44-ff8c-e18a-f9eb,15,walsen,zij walsen via de net gelegde weg over het dode eendje
16aea1860a1-ad44-ff8c-e18a-f9eb,7,klimmen,zij klimmen naar de kerktoren via het warenhuis
16aea1860a1-ad44-ff8c-e18a-f9eb,18,hakken,x
16aea1860a1-ad44-ff8c-e18a-f9eb,21,slaaten,x
16aea1860a1-ad44-ff8c-e18a-f9eb,14,spoeden,zij spoeden naar de wedstrijd via de zij-ingang
16aea1860a1-ad44-ff8c-e18a-f9eb,11,schuifelen,zij schuifelen naar het huis via de de achtertuin
16aea1860a1-ad44-ff8c-e18a-f9eb,10,marcheren,zij marcheren naar de finish via de lange straat
16aea1860a1-ad44-ff8c-e18a-f9eb,1,afdalen,zij dalen helemaal af via de kloof
16aea1860a1-ad44-ff8c-e18a-f9eb,6,hardlopen,zij lopen niet zo hard naar het dorp via de berg
16aea1860a1-ad44-ff8c-e18a-f9eb,3,dolen,zij dolen naar rotterdam via amsterdam
16aea1860a1-ad44-ff8c-e18a-f9eb,12,slingeren,zij slingeren de bal in het doel via de keeper
16af99b7863-db21-3fe9-9db5-295f,16,wijken,zij wijken uit via de berm
16af99b7863-db21-3fe9-9db5-295f,16,wijken,zij wijken uit via de berm
16af99b7863-db21-3fe9-9db5-295f,6,hardlopen,zij lopen erg hard via de uitgestippelde route
16af99b7863-db21-3fe9-9db5-295f,14,spoeden,zij spoeden naar huis via landweggetjes
16af99b7863-db21-3fe9-9db5-295f,5,haasten,zij haasten zich naar de dokter via de autoweg
16af99b7863-db21-3fe9-9db5-295f,19,knippen,zij knippen het haar via het patroon
16af99b7863-db21-3fe9-9db5-295f,12,slingeren,zij slingeren naar de boomhut via de liaan
16af99b7863-db21-3fe9-9db5-295f,21,slaaten,zij slaaten niks via huis
16af99b7863-db21-3fe9-9db5-295f,3,dolen,zij dolen in het bos via de sloten
16af99b7863-db21-3fe9-9db5-295f,7,klimmen,zij klimmen op de berg via de paadjes
16af99b7863-db21-3fe9-9db5-295f,1,afdalen,zij dalen de pas af via het pad
16af99b7863-db21-3fe9-9db5-295f,18,hakken,zij hakken de knoop door via de beslissing
16af99b7863-db21-3fe9-9db5-295f,2,banjeren,zij banjeren de hele middag via het park
16af99b7863-db21-3fe9-9db5-295f,15,walsen,zij walsen over het huis via een omweg
16af99b7863-db21-3fe9-9db5-295f,11,schuifelen,zij schuifelen naar hun kamer via de gang
16af99b7863-db21-3fe9-9db5-295f,9,lopen,zij lopen richting de stad via de brug
16af99b7863-db21-3fe9-9db5-295f,8,kuieren,zij kuieren naar het café via het kanaal
16af99b7863-db21-3fe9-9db5-295f,4,glippen,zij glippen door de deur via de kier
16af99b7863-db21-3fe9-9db5-295f,13,sluipen,zij sluipen naar binnen via het openstaande ruim
16af99b7863-db21-3fe9-9db5-295f,10,marcheren,zij marcheren naar de kazerne via de zandweg
16af99b7863-db21-3fe9-9db5-295f,17,snijden,zij snijden de route af via het weiland
16af99b7863-db21-3fe9-9db5-295f,20,kloppen,zij kloppen op de deur via de buitenzijde
